,...1,Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,fv_fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv_Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
88,88,Porites,6,2,Samara2,20250202.03,02/02/2025,57464,900,0.8,94.7,16.28,49.5,70.3,20.8,0.296,180.4,0.02,0.54,259,0.29,1290,0.17,203606,--------,-------,616,35726,900,63.2,75.9,12.7,0.167,174,0,0.464,349,0.052,7887,0.484,7888,--------,-------,4197,4390,238.3
89,89,Porites,6,2,Samara2,20250202.03,02/02/2025,57474,900,0.3,95.2,16.28,99,185,86,0.465,455.3,0.2,0.64,239,0.26,1210,0.1,74878,--------,-------,517,7919,600,200.4,234.5,34.1,0.145,216.2,0,0.284,698,0.051,8806,0.665,8808,--------,-------,6380,6505,156.7
90,90,Porites,6,2,Samara2,20250202.03,02/02/2025,57482,900,0.6,93.9,16.28,87.4,151.5,64.1,0.423,411.3,0.31,0.66,241,0.24,1524,0.11,72451,--------,-------,581,8197,700,172.5,197.6,25.1,0.127,239.9,0,0.202,739,0.736,9576,0.062,9585,--------,-------,7676,7795,130.3
91,91,Pocillopora,7,2,Samara2,20250202.03,02/02/2025,57656,900,0.5,94.7,16.26,84.8,175.5,90.7,0.517,380.3,0.19,0.67,390,0.19,1469,0.13,67495,--------,-------,631,9437,600,209.7,242.8,33,0.136,278.4,0,0.197,758,0.729,8146,0.074,8154,--------,-------,6572,6689,152.2
92,92,Pocillopora,7,2,Samara2,20250202.03,02/02/2025,57667,900,0.6,93.7,16.25,78.2,150.1,71.9,0.479,358.7,0.28,0.65,200,0.26,1280,0.08,119578,--------,-------,509,10541,700,160.7,189.9,29.1,0.153,225.6,0,0.288,711,0.634,7892,0.078,7914,--------,-------,5649,5825,177
93,93,Pocillopora,7,2,Samara2,20250202.04,02/02/2025,57683,900,0.5,94.3,16.25,44,58.5,14.5,0.248,235.7,0.16,0.66,331,0.18,4998,0.17,565992,--------,-------,1319,94888,1000,50.9,58.9,8,0.137,252.6,0.59,0.27,238,0.662,3022,0.068,3054,--------,-------,2215,2271,451.5
94,94,Pocillopora,7,2,Samara2,20250202.04,02/02/2025,57716,900,0.2,94.9,16.25,51,92.5,41.5,0.449,296.1,0.16,0.75,353,0.16,3187,0.09,170591,--------,-------,846,16547,900,98.3,117.9,19.6,0.166,198.8,0.1,0.294,578,0.057,9262,0.649,9290,--------,-------,6575,6728,152.1
95,95,Pocillopora,7,2,Samara2,20250202.04,02/02/2025,57730,900,0.7,93.6,16.25,51.6,80.3,28.6,0.357,273.6,0.26,0.6,365,0.27,1409,0.13,110654,--------,-------,685,14926,900,66.3,76.4,10.1,0.132,244.6,0,0.504,1181,0.054,1194,0.442,8675,--------,-------,4683,4495,213.5
96,96,Pocillopora,7,2,Samara2,20250202.04,02/02/2025,57739,900,0.5,94.7,16.24,43.8,85.6,41.8,0.488,277,0.2,0.52,233,0.37,875,0.12,80812,--------,-------,500,9781,1000,80.3,94.4,14.1,0.149,190.5,0,0.22,486,0.726,8151,0.054,8171,--------,-------,6371,6468,157
97,97,Pocillopora,7,2,Samara2,20250202.04,02/02/2025,57757,900,0.8,94.3,16.25,64.7,121.6,56.9,0.468,315.1,0.11,0.78,401,0.15,4570,0.07,531427,--------,-------,1064,39518,700,131.6,156.4,24.8,0.158,207.4,0,0.297,547,0.653,8708,0.05,8713,--------,-------,6160,6287,162.3
98,98,Pocillopora,8,2,Samara2,20250202.04,02/02/2025,57937,900,-2,95.7,16.23,48,61.2,13.2,0.216,267.9,0,0.66,748,0.13,1014,0.22,550866,--------,-------,792,119327,900,55.1,63.9,8.8,0.137,172.3,0.25,0.121,475,0.683,854,0.196,12616,--------,-------,3479,3115,287.5
99,99,Pocillopora,8,2,Samara2,20250202.04,02/02/2025,57996,754.1,-2,94.6,16.22,68.7,139.4,70.7,0.507,388.8,0.11,0.72,378,0.19,2700,0.09,134823,--------,-------,854,13279,600,179.8,205.7,25.9,0.126,194.2,0,0.18,555,0.767,11500,0.053,11511,--------,-------,9416,9527,106.2
100,100,Pocillopora,8,2,Samara2,20250202.04,02/02/2025,58016,900,-2.2,95.6,16.22,33.7,38.8,5.1,0.132,309.3,0.69,0.6,181,0.15,1468,0.25,1144903,--------,-------,439,291416,1100,41.1,46.4,5.4,0.115,231.7,0.01,0.059,936,0.768,947,0.173,3340,--------,-------,1387,1360,721
101,101,Pocillopora,8,2,Samara2,20250202.04,02/02/2025,58029,900,-2.2,95.3,16.22,76.2,132.4,56.2,0.425,396.7,0.25,0.64,236,0.26,1513,0.09,120609,--------,-------,609,11930,700,133.9,155.1,21.2,0.137,257.2,0,0.29,895,0.632,8702,0.078,8728,--------,-------,6245,6440,160.1
102,102,Pocillopora,8,2,Samara2,20250202.04,02/02/2025,58041,647.5,-2.2,95.3,16.22,53.2,108.5,55.4,0.51,413.6,0.25,0.69,447,0.21,5571,0.1,518140,--------,-------,1640,51101,900,111,125.4,14.4,0.115,292.1,0.01,0.148,837,0.79,12773,0.063,12784,--------,-------,10893,11011,91.8
103,103,Pocillopora,8,2,Samara2,20250202.05,02/02/2025,58058,900,-2.2,95.3,16.22,46.5,54.6,8.1,0.149,325.1,0,0.61,443,0.16,1348,0.24,97757,--------,-------,627,23515,900,46.5,53.2,6.7,0.125,226,0,0.568,486,0.067,487,0.364,2977,--------,-------,1459,1394,685.3
104,104,Pocillopora,8,2,Samara2,20250202.05,02/02/2025,58072,900,-2.1,93.4,16.22,47.4,64,16.6,0.26,264.3,0.36,0.56,491,0.29,2368,0.16,160651,--------,-------,1134,25880,900,54.8,64.3,9.5,0.147,182.2,0,0.012,993,0.582,1011,0.406,4738,--------,-------,2542,2523,393.4
105,105,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58316,900,-1.9,94.7,16.19,63.4,118.6,55.2,0.465,393.6,0.22,0.67,270,0.2,1403,0.12,74982,--------,-------,534,9528,800,122.2,142.3,20.1,0.141,297.4,0.01,0.257,701,0.657,8383,0.086,8390,--------,-------,6222,6408,160.7
106,106,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58327,900,-1.9,93.9,16.18,64.1,124.5,60.4,0.485,310.4,0.18,0.76,360,0.14,3452,0.09,186355,--------,-------,852,18473,800,133.1,157.6,24.5,0.155,189.4,0,0.28,612,0.058,8453,0.663,8458,--------,-------,6129,6264,163.2
107,107,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58342,900,-1.9,94.1,16.18,26.5,35.3,8.8,0.249,283.4,0.47,0.69,191,0.13,1678,0.18,241280,--------,-------,434,43547,1200,27.7,32,4.3,0.134,857.5,0.01,0.276,1123,0.63,1129,0.095,87649,--------,-------,1127,9309,887
108,108,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58355,900,-1.8,94.5,16.18,79.4,140.8,61.3,0.436,416.5,0.2,0.78,411,0.12,5094,0.1,495800,--------,-------,1037,48266,700,149.2,177.6,28.4,0.16,197,0.06,0.316,703,0.049,8234,0.636,8301,--------,-------,5781,5901,173
109,109,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58365,900,-1.8,94.8,16.18,50,84,34.1,0.405,340,0.27,0.65,284,0.24,1820,0.11,129697,--------,-------,700,14393,900,88.5,106.7,18.2,0.171,184.3,0.17,0.333,608,0.054,8748,0.613,8770,--------,-------,5899,6053,169.5
110,110,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58378,900,-1.9,95,16.17,38.6,50.7,12.1,0.238,259.8,0.4,0.41,206,0.41,1191,0.18,1144903,--------,-------,700,207683,1100,42.7,48.3,5.6,0.115,295.3,0,0.423,887,0.015,892,0.562,5018,--------,-------,3245,3210,308.2
111,111,Pocillopora,9,2,Samara2,20250202.05,02/02/2025,58391,900,-1.8,93.9,16.17,69,129.4,60.4,0.467,371.4,0.2,0.76,398,0.15,4306,0.09,521351,--------,-------,1031,46527,700,141.5,166.8,25.3,0.152,189.5,0,0.297,625,0.655,8653,0.048,8657,--------,-------,6151,6272,162.6
112,112,Pocillopora,10,2,Samara2,20250202.05,02/02/2025,58568,900,-2,93.6,16.15,42.4,52.5,10.1,0.192,355.3,0,0.56,564,0.19,1614,0.25,133861,--------,-------,828,34686,1000,48.2,56.8,8.6,0.152,182.8,0.38,0.481,358,0.025,2824,0.494,2847,--------,-------,1619,1649,617.8
113,113,Pocillopora,10,2,Samara2,20250202.06,02/02/2025,58580,900,-2,94.6,16.14,48,64.2,16.2,0.252,306.6,0.26,0.57,430,0.25,969,0.19,138301,--------,-------,594,26375,900,57.7,68.4,10.8,0.158,177.8,0.27,0.048,801,0.541,804,0.411,6842,--------,-------,3412,3287,293.1
114,114,Pocillopora,10,2,Samara2,20250202.06,02/02/2025,58596,900,-2,94.9,16.14,23.4,38.5,15.1,0.392,232.2,0.37,0.59,338,0.31,2348,0.1,195080,--------,-------,1035,21264,1200,22.1,28.9,6.8,0.237,116.7,0.34,0.554,646,0.433,3514,0.013,3545,--------,-------,1905,1926,525
115,115,Pocillopora,10,2,Samara2,20250202.06,02/02/2025,58619,900,-2,95.2,16.14,54.8,82.5,27.7,0.335,264.7,0.17,0.76,404,0.12,5039,0.12,228455,--------,-------,1047,27303,900,67.4,85.6,18.3,0.214,179.7,0.03,0.178,285,0.337,307,0.485,3837,--------,-------,2388,2014,418.7
116,116,Pocillopora,10,2,Samara2,20250202.06,02/02/2025,58632,900,-2,94,16.13,58.7,91.6,32.9,0.359,280.6,0.11,0.66,346,0.19,1704,0.14,179119,--------,-------,654,26369,800,85.7,106.4,20.7,0.194,185.4,0.04,0.164,279,0.475,700,0.36,6793,--------,-------,3326,2825,300.7
117,117,Pocillopora,10,2,Samara2,20250202.06,02/02/2025,58645,900,-2,95,16.13,50,71.1,21.1,0.297,278.5,0.12,0.77,506,0.09,7945,0.14,708220,--------,-------,1249,100172,900,63.2,73.7,10.4,0.142,234.8,0.01,0.039,835,0.586,842,0.375,7882,--------,-------,3586,3479,278.8
118,118,Pocillopora,11,2,Samara2,20250202.06,02/02/2025,58827,900,-2,95.8,16.09,27.7,33.1,5.3,0.162,209.7,0.69,0.29,586,0.53,5027,0.18,125682,--------,-------,3480,25409,1200,28.3,33,4.7,0.142,167.9,0.68,0.011,775,0.394,905,0.595,1857,--------,-------,1478,1471,676.5
119,119,Pocillopora,11,2,Samara2,20250202.06,02/02/2025,58864,900,-2,95.8,16.09,76.6,145.5,68.9,0.474,339.7,0.26,0.69,278,0.21,1964,0.1,110983,--------,-------,666,11891,700,143.6,175.9,32.3,0.183,233.6,0,0.351,635,0.555,6236,0.094,6273,--------,-------,4067,4275,245.9
120,120,Pocillopora,11,2,Samara2,20250202.06,02/02/2025,58872,900,-1.9,96,16.09,50,75.5,25.5,0.338,295.7,0.21,0.6,279,0.27,1532,0.13,276546,--------,-------,664,36380,900,70.7,86,15.3,0.178,210,0,0.35,423,0.139,429,0.51,4662,--------,-------,2937,2588,340.4
121,121,Pocillopora,11,2,Samara2,20250202.06,02/02/2025,58886,900,-1.9,96.2,16.09,34,49.8,15.8,0.317,258,0.24,0.57,278,0.28,1028,0.15,709023,--------,-------,528,106875,1100,39.8,48.7,8.9,0.183,183.2,0.35,0.513,709,0.053,8106,0.434,8125,--------,-------,4108,4318,243.5
122,122,Pocillopora,11,2,Samara2,20250202.06,02/02/2025,58896,900,-1.9,96.1,16.08,37.8,50.3,12.4,0.247,181.7,0.02,0.51,433,0.22,1030,0.27,107772,--------,-------,614,29455,1000,44.3,50.8,6.4,0.127,307.5,0,0.085,748,0.522,748,0.393,9393,--------,-------,4463,4148,224.1
123,123,Pocillopora,11,2,Samara2,20250202.07,02/02/2025,58914,900,-1.9,96.1,16.07,36,49.7,13.7,0.276,185.1,0.17,0.66,452,0.18,3596,0.16,195916,--------,-------,1117,32910,1100,39.9,50.4,10.5,0.209,142.1,0.09,0.518,265,0.048,275,0.434,3096,--------,-------,1555,1494,643
124,124,Pocillopora,11,2,Samara2,20250202.07,02/02/2025,58925,900,-1.9,95.1,16.07,41.4,80.1,38.7,0.483,326.7,0.42,0.74,333,0.16,3587,0.1,95547,--------,-------,916,10651,1000,96.6,113.9,17.3,0.152,228.6,0.08,0.217,373,0.722,9633,0.061,9633,--------,-------,7490,7620,133.5
125,125,Porites,1,2,Samara1,20250202.07,02/02/2025,65486,900,34.5,82.4,16.07,84.9,146.5,61.6,0.421,348.1,0.16,0.64,317,0.24,1738,0.12,225819,--------,-------,711,26821,600,116,143.7,27.8,0.193,217.5,0,0.452,704,0.491,6661,0.057,6810,--------,-------,3804,3975,262.9
126,126,Porites,1,2,Samara1,20250202.07,02/02/2025,65498,900,34,84.3,16.06,88.9,168.2,79.3,0.471,393.4,0.16,0.52,287,0.35,1027,0.13,56254,--------,-------,587,7596,600,135.4,168.4,33,0.196,221.6,0,0.44,480,0.498,8021,0.063,8451,--------,-------,4484,4732,223
127,127,Porites,1,2,Samara1,20250202.07,02/02/2025,65506,900,26.6,83.1,16.06,66.1,104.1,38,0.365,295.7,0.19,0.68,525,0.12,538,0.2,45367,--------,-------,527,9416,700,87.4,110.1,22.7,0.206,195.4,0.33,0.41,352,0.046,4745,0.545,4762,--------,-------,2868,2954,348.7
128,128,Porites,1,2,Samara1,20250202.07,02/02/2025,65515,900,14.1,83.5,16.05,79.8,135.3,55.5,0.41,332.2,0,0.77,393,0.13,4573,0.1,195997,--------,-------,1000,20374,700,105.9,132.7,26.8,0.202,177.4,0,0.425,585,0.049,5290,0.526,5292,--------,-------,3186,3289,313.9
129,129,Porites,1,2,Samara1,20250202.07,02/02/2025,65523,900,10.3,79.9,16.05,54.4,77.2,22.8,0.295,273,0.35,0.68,156,0.25,2134,0.08,855508,--------,-------,686,65854,900,70.1,85.3,15.1,0.178,206.5,0.22,0.128,276,0.608,1233,0.264,14951,--------,-------,5390,4733,185.5
130,130,Porites,2,2,Samara1,20250202.07,02/02/2025,65711,900,4.3,84,15.98,76,114.7,38.7,0.337,358.4,0.22,0.64,358,0.23,1482,0.13,1144903,--------,-------,652,146498,700,96.9,119.8,22.9,0.191,197.1,0.09,0.2,300,0.497,1430,0.303,8828,--------,-------,4234,3446,236.2
131,131,Porites,2,2,Samara1,20250202.07,02/02/2025,65720,900,4.8,85.9,15.98,94.2,156.5,62.2,0.398,425.5,0.11,0.79,497,0.09,5022,0.12,162560,--------,-------,957,20885,600,127.2,154.2,26.9,0.175,235.3,0,0.34,651,0.564,6096,0.096,6097,--------,-------,4045,4242,247.2
132,132,Porites,2,2,Samara1,20250202.07,02/02/2025,65731,900,5.5,84.1,15.97,94,170.8,76.8,0.45,475.7,0.28,0.76,275,0.16,2425,0.08,108510,--------,-------,642,9737,600,171.3,204.3,32.9,0.161,255.6,0,0.289,705,0.64,8673,0.07,8681,--------,-------,6192,6367,161.5
133,133,Porites,2,2,Samara1,20250202.08,02/02/2025,65745,900,5,87.7,15.97,85.1,142.8,57.7,0.404,361.4,0.11,0.74,291,0.16,2948,0.1,103516,--------,-------,767,11255,700,118,143.3,25.4,0.177,203.5,0,0.454,574,0.482,7268,0.064,7362,--------,-------,4024,4237,248.5
134,134,Porites,2,2,Samara1,20250202.08,02/02/2025,65754,900,5.2,84.6,15.97,71.9,110.4,38.5,0.349,347.2,0.15,0.73,251,0.17,2724,0.1,304095,--------,-------,715,30174,800,88.5,107.3,18.8,0.176,176.4,0.04,0.501,612,0.439,7301,0.06,7307,--------,-------,3737,3952,267.6
135,135,Porites,3,2,Samara1,20250202.08,02/02/2025,65984,900,3.6,94.3,15.9,106,190.7,84.6,0.444,492.9,0.19,0.58,175,0.32,953,0.1,55297,--------,-------,454,5937,500,202.4,237.2,34.9,0.147,236.9,0,0.285,710,0.627,7568,0.088,7590,--------,-------,5423,5612,184.4
136,136,Porites,3,2,Samara1,20250202.08,02/02/2025,65992,900,12.8,93.7,15.91,94.7,162.6,67.9,0.418,464.1,0.11,0.67,415,0.18,1216,0.15,86706,--------,-------,581,13434,600,158.9,189.7,30.7,0.162,253.6,0,0.342,680,0.576,7794,0.082,7842,--------,-------,5143,5364,194.4
137,137,Porites,3,2,Samara1,20250202.08,02/02/2025,66001,900,9,93,15.9,87.6,151.1,63.5,0.42,437.1,0.13,0.55,376,0.3,722,0.15,53126,--------,-------,497,8157,600,152.4,182.6,30.3,0.166,253.2,0,0.352,529,0.56,6883,0.089,6891,--------,-------,4432,4650,225.6
138,138,Porites,3,2,Samara1,20250202.08,02/02/2025,66009,900,5.4,91.6,15.9,110.5,201.1,90.5,0.45,536.2,0.28,0.78,423,0.12,3757,0.1,94427,--------,-------,866,10016,500,221.2,256.8,35.6,0.139,284.9,0.01,0.211,800,0.709,8380,0.08,8400,--------,-------,6643,6783,150.5
139,139,Porites,3,2,Samara1,20250202.08,02/02/2025,66020,900,5.3,92.2,15.9,88.3,142.2,53.9,0.379,381.1,0.15,0.78,333,0.13,3727,0.09,314228,--------,-------,813,29736,600,121.4,147.7,26.3,0.178,232.3,0,0.467,600,0.472,7597,0.061,7608,--------,-------,4115,4328,243
140,140,Porites,4,2,Samara1,20250202.08,02/02/2025,66191,900,2.8,90.1,15.85,58.5,83.3,24.8,0.298,285.9,0.23,0.72,331,0.17,4529,0.11,1144903,--------,-------,1132,125872,800,71,89,18,0.202,176.6,0,0.552,345,0.032,351,0.417,4279,--------,-------,2038,1984,490.7
141,141,Porites,4,2,Samara1,20250202.08,02/02/2025,66199,900,-4.2,90.6,15.85,63.1,90.3,27.3,0.302,265.6,0.22,0.63,274,0.26,2603,0.11,1144903,--------,-------,959,124971,900,67.5,79.1,11.7,0.147,288.9,0,0.212,430,0.566,1500,0.222,15739,--------,-------,5511,4433,181.4
142,142,Porites,4,2,Samara1,20250202.08,02/02/2025,66210,900,-0.5,91.6,15.85,85.4,142.9,57.5,0.402,364.1,0.19,0.7,216,0.22,1719,0.09,104266,--------,-------,572,9397,700,127.3,156,28.7,0.184,215.2,0.13,0.402,641,0.526,7704,0.072,14805,--------,-------,4647,5380,215.2
143,143,Porites,4,2,Samara1,20250202.09,02/02/2025,66220,900,2,92.1,15.85,62,92.4,30.4,0.329,260.5,0.06,0.73,432,0.14,5693,0.13,227129,--------,-------,1262,30858,800,78.5,99.2,20.7,0.209,178.3,0,0.047,373,0.463,461,0.49,4188,--------,-------,2376,2281,420.9
144,144,Porites,4,2,Samara1,20250202.09,02/02/2025,66229,900,1.4,92.6,15.84,93,155.8,62.8,0.403,419.8,0.25,0.74,353,0.13,2524,0.13,104400,--------,-------,674,14078,700,115.4,143.6,28.3,0.197,217.9,0,0.447,418,0.054,5749,0.499,5757,--------,-------,3235,3370,309.1
145,145,Pocillopora,5,2,Samara1,20250202.09,02/02/2025,67141,900,-2.9,92.6,15.62,65.1,114.8,49.8,0.434,294.2,0.2,0.66,216,0.25,1768,0.09,190079,--------,-------,642,18472,800,109.9,133.8,24,0.179,208.6,0,0.392,668,0.08,7175,0.528,7177,--------,-------,4403,4624,227.1
146,146,Pocillopora,5,2,Samara1,20250202.09,02/02/2025,67155,900,-2.8,93.5,15.62,81,161.7,80.7,0.499,362.5,0.18,0.63,325,0.25,1429,0.12,106157,--------,-------,643,13035,700,184.5,213.4,28.9,0.135,219.4,0,0.268,609,0.052,8919,0.681,8934,--------,-------,6585,6706,151.9
147,147,Pocillopora,5,2,Samara1,20250202.09,02/02/2025,67172,900,-2.7,93.3,15.62,67.9,113.6,45.7,0.402,291.1,0.18,0.74,502,0.12,3217,0.14,170546,--------,-------,882,24738,800,103.6,128.1,24.5,0.191,195.1,0.11,0.459,716,0.447,5858,0.095,5875,--------,-------,3253,3501,307.4
148,148,Pocillopora,5,2,Samara1,20250202.09,02/02/2025,67182,900,-3,93.8,15.61,70.5,138.3,67.8,0.49,364.1,0.19,0.66,339,0.21,1278,0.13,70348,--------,-------,562,9939,700,166.7,194.7,28,0.144,220.7,0,0.245,964,0.05,9197,0.705,9225,--------,-------,7097,7203,140.9
149,149,Pocillopora,5,2,Samara1,20250202.09,02/02/2025,67203,900,-3.1,90.4,15.61,30.8,50.4,19.6,0.389,248.4,0.17,0.65,569,0.09,610,0.25,54426,--------,-------,574,14200,1100,46,58.5,12.4,0.213,223.9,0,0.466,516,0.025,518,0.509,3837,--------,-------,2251,2208,444.2
150,150,Pocillopora,6,2,Samara1,20250202.09,02/02/2025,67398,900,-2.8,91.9,15.57,41.4,63.3,21.9,0.345,285.1,0.49,0.66,286,0.22,3770,0.12,1144903,--------,-------,1161,141729,1000,55.4,72.5,17,0.235,178.5,0,0.473,385,0.034,388,0.492,4256,--------,-------,2358,2290,424.1
151,151,Pocillopora,6,2,Samara1,20250202.09,02/02/2025,67410,900,-2.8,93.7,15.56,60.9,120.3,59.4,0.494,330.7,0.17,0.64,322,0.24,1802,0.12,76642,--------,-------,726,10125,800,137.3,159.9,22.6,0.142,211.4,0,0.214,495,0.733,8938,0.053,8944,--------,-------,7028,7130,142.3
152,152,Pocillopora,6,2,Samara1,20250202.09,02/02/2025,67423,900,-3,93.8,15.56,55.3,89.1,33.8,0.38,280.7,0.25,0.6,418,0.25,2083,0.15,106797,--------,-------,914,16338,800,60.6,73,12.5,0.171,184.3,0,0.505,1127,0.034,1148,0.461,4925,--------,-------,2941,2880,340.1
153,153,Pocillopora,6,2,Samara1,20250202.1,02/02/2025,67438,900,-2.3,92,15.56,68.3,127.7,59.4,0.465,321.1,0.13,0.77,453,0.15,5546,0.09,724390,--------,-------,1266,65199,700,112.8,137.4,24.5,0.179,251.4,0,0.405,869,0.519,8330,0.075,8346,--------,-------,5060,5308,197.6
154,154,Pocillopora,6,2,Samara1,20250202.1,02/02/2025,67449,900,-2.3,86.6,15.55,39.2,56.4,17.2,0.306,298.1,0.53,0.52,204,0.36,1851,0.12,1144903,--------,-------,878,137344,1000,53.4,64.5,11.1,0.172,193.1,0,0.025,985,0.784,1021,0.191,5699,--------,-------,1939,1915,515.8
155,155,Pocillopora,1,2,Samara3,20250203,02/03/2025,59267,900,3.7,81.4,16.5,43.7,73.6,29.9,0.406,228.3,0.23,0.61,214,0.27,1370,0.11,129730,--------,-------,570,15234,900,56.8,69.9,13,0.186,182.4,0,0.387,608,0.546,5022,0.067,12122,--------,-------,3190,3784,313.5
156,156,Pocillopora,1,2,Samara3,20250203,02/03/2025,59276,900,5,85.7,16.49,39.8,57.3,17.5,0.306,180.4,0.11,0.71,129,0.2,4541,0.09,1144903,--------,-------,1119,104147,1000,42.2,49.3,7.1,0.144,246.7,0,0.359,1135,0.585,1157,0.056,1158,--------,-------,1148,1149,870.7
157,157,Pocillopora,1,2,Samara3,20250203,02/03/2025,59300,900,3.2,81.5,16.48,54.4,92.5,38.1,0.412,327.6,0.34,0.72,302,0.2,1622,0.08,91262,--------,-------,591,8161,900,92.6,109.6,17.1,0.156,282.5,0,0.353,806,0.555,6886,0.092,6906,--------,-------,4525,4744,221
158,158,Pocillopora,1,2,Samara3,20250203,02/03/2025,59313,900,3,88.6,16.48,78.5,152.2,73.7,0.484,365.7,0.25,0.77,405,0.16,2810,0.07,147512,--------,-------,811,10745,700,169.4,203,33.6,0.166,243.4,0,0.354,583,0.565,7284,0.081,7334,--------,-------,4705,4919,212.6
159,159,Pocillopora,1,2,Samara3,20250203.01,02/03/2025,59326,900,4.9,88.2,16.48,59.2,112.8,53.6,0.475,346.6,0.24,0.57,310,0.29,1183,0.14,44674,--------,-------,608,6597,800,105.5,123.9,18.4,0.148,251.7,0.01,0.238,801,0.676,7882,0.086,7911,--------,-------,6040,6200,165.6
160,160,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59542,900,1.6,92.9,16.41,34.6,48,13.4,0.28,257.4,0.45,0.67,237,0.22,2684,0.11,116486,--------,-------,832,13825,1100,43.8,52.7,8.9,0.169,300.6,0.01,0.571,661,0.42,5632,0.009,9163,--------,-------,2767,2825,361.4
161,161,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59551,900,2.7,90.4,16.41,25.5,37.2,11.7,0.315,207.9,0.21,0.7,160,0.23,1157,0.06,1120325,--------,-------,408,72830,1200,27.5,32.6,5.1,0.157,187.7,0.46,0.409,1396,0.583,1472,0.008,8958,--------,-------,1441,1499,694
162,162,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59565,900,0.6,90.7,16.4,28,46.2,18.2,0.394,287.7,0.38,0.7,195,0.25,1901,0.05,625635,--------,-------,638,34884,1100,41.7,55.9,14.2,0.254,144.4,0.19,0.45,347,0.013,3906,0.537,3938,--------,-------,2301,2322,434.5
163,163,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59575,900,2.4,89.7,16.4,31.3,41.6,10.3,0.247,238.3,0.59,0.75,259,0.19,5709,0.06,600197,--------,-------,1377,38410,1100,33.5,41.7,8.2,0.197,552.3,0.01,0.572,431,0.391,1418,0.037,2066,--------,-------,831,877,1202.9
164,164,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59590,900,2.8,90.7,16.4,31.9,53.5,21.6,0.404,288.3,0.21,0.63,377,0.27,1499,0.1,110559,--------,-------,715,11493,1100,42.1,51.3,9.2,0.18,465.9,0.01,0.396,1011,0.015,1015,0.589,6134,--------,-------,4075,4028,245.4
165,165,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59606,900,1.2,90.8,16.39,27.6,44.5,16.9,0.381,233.4,0.51,0.77,267,0.16,3419,0.07,901055,--------,-------,813,65257,1200,37.7,47.7,10,0.21,199.7,0,0.272,611,0.708,4052,0.02,4062,--------,-------,3098,3117,322.8
166,166,Pocillopora,2,2,Samara3,20250203.01,02/03/2025,59615,900,0.5,91.6,16.39,29.7,39.3,9.6,0.244,164.2,0.23,0.82,500,0.04,504,0.13,1138709,--------,-------,500,152464,1200,32,36.9,4.9,0.133,353.8,0.01,0.847,847,0.036,11848,0.117,11860,--------,-------,2183,2535,458
167,167,Pocillopora,3,2,Samara3,20250203.01,02/03/2025,59817,900,0,92.5,16.34,25.9,43.1,17.2,0.398,321.5,0.2,0.63,406,0.24,1002,0.13,108523,--------,-------,572,14998,1200,45,54.9,9.9,0.18,215.7,0,0.461,942,0.027,1276,0.511,8248,--------,-------,4782,4687,209.1
168,168,Pocillopora,3,2,Samara3,20250203.01,02/03/2025,59828,900,0.1,92.1,16.33,44.6,80.8,36.2,0.448,321.2,0.32,0.58,349,0.29,934,0.13,37672,--------,-------,543,5341,1000,71.3,86.5,15.2,0.176,200.9,0,0.399,826,0.513,5977,0.088,6012,--------,-------,3722,3922,268.7
169,169,Pocillopora,3,2,Samara3,20250203.02,02/03/2025,59836,900,0.5,92.1,16.33,32.6,49.1,16.5,0.336,272.2,0.08,0.43,371,0.45,373,0.12,1144903,--------,-------,372,140475,1100,43,51.2,8.3,0.161,230.4,0,0.245,560,0.748,2886,0.007,6534,--------,-------,2313,2344,432.3
170,170,Pocillopora,3,2,Samara3,20250203.02,02/03/2025,59847,900,-0.2,89.9,16.33,17.2,23.1,5.9,0.255,207.5,0.7,0.34,608,0.49,4051,0.17,121427,--------,-------,2642,22775,1400,20.5,25.9,5.5,0.21,217,0.01,0.932,2159,0.057,2181,0.011,4901,--------,-------,2160,2191,462.9
171,171,Pocillopora,3,2,Samara3,20250203.02,02/03/2025,59859,900,3.3,91.8,16.33,20.8,30.3,9.6,0.315,220.2,0.6,0.75,350,0.03,351,0.22,69064,--------,-------,350,15436,1400,35,43.1,8,0.187,132.6,0.07,0.395,395,0.093,5776,0.512,5784,--------,-------,3437,3656,290.9
